Coin,Name
ASTRO,Astronos
50X,50x.com
VIP,VIP Token
MAT,Monster Adventure Token
PARK,Parking Infinity
MUSO,MUSO Finance
KIK,Kikswap
DEFIDO,DeFido
AINU,Ainu Token
SISHI,Sishi Finance
ITR,ITR.ETH Intercoin Investor
UNT,Universe Finance
MARS,Marsupilamii
DBT,Disco Burn Token
RXCG,RXCGames
SHIBADOLLARS,Shiba Dollars
MBLOX,MinerBlox
LQD,Liquid Swap
LAC,LaCucina
LMN,Lemonn
DOGE-1,Doge-1 Mission to the moon
TUNDRA,Tundra Token
EXOTIX,Exotix
PMD,Promodio
XLS,ELIS
ELX,Energy Ledger
IDYP,iDeFiYieldProtocol
FLOKIV,Flokiverse
CST,CryptoSkates
CHORSE,CryptoHorse
BRAVE,Brave
SDBY,Sadbaby
ASGARDV2,Asgard Dao V2
METAGOLD,MetaGold Rewards
XSTX,XStorage
XFR,The Fire Token
A2A,A2A
NEU,Neumark
CATBREAD,CatBread
LOCAL,Local Terra
SHIBACASH,ShibaCash
COW,CashCow
AQUAPIG,Aqua Pig
SUI,Salmonation
SAT,SoMee Advertising Token
MKITTY,mKitty
ANTG,AntGold
XBN,Bantu
MILKY,MilkyWayEx
AGFI,AggregatedFinance
ADABEAR,3X Short Cardano Token
BPT,Bold Point
PERRY,Swaperry
METAWORLD,METAWORLD
TIKI,Tiki Token
ZEP,Zeppelin DAO
TCT,TacoCat Token
BPET,Binapet
MEGA,MegaToken
CHAR,Charitas
MNFT,MetaNFT
YARL,Yarloo
NYAN-2,Nyan V2
LF,Life DAO
HTC,Hat Swap City
LC,Lotus Capital
MNDCC,Mondo Community Coin
SHIELDNET,Shield Network
OCP,Omni Consumer Protocols
GENIETOKEN,GENIE token
ARTE,ARTE
DOGEQUEEN,DogeQueen
DOLLO,Dollo Coin
NJF,NinjaFloki
HASH,HASH Token
VOYCE,VOYCE TOKEN
DELTAF,DeltaFlip
QRX,QuiverX
MOONTOKEN,MoonToken
MNEB,Minereum BSC
DRA,Drachma
TMT,TMETA
EXALT,Exalt
BNBTIGER,BNBTiger
TFC,TheFutbolCoin
MTS,Meta Shark
REG,REGNUM
FomoETH,FomoETH
MEWN,Meowth Neko
TNNS,TNNS
NIL,Nil DAO
ZIPT,Zippie
SANTA,Santa Coin
RVL,Revolotto
SURV,Survive
BFYC,Bored Floki Yacht Club
SSM,SatoShi Monsters
DEUX,DeuxPad
RICKMORTYDOXX,RickMortyDoxx
GAIN,Gain Protocol
RSHIB,ROBOT SHIB
DEVIL,Devil Finance
KING,DChess
NIFTY,NiftyPays
LIFEBIRD,LIFEBIRD
SC,Silver Coin
VACAY,Vacay
DLTA,delta.theta
FIRE,ElementX
SPACE,Spacelens
ERP,Entropyfi
CLA,ClaimSwap
RPS,RPS LEAGUE
PIKA,Pika
$YSHIBAINU,Yooshiba Inu
WST,Wisteria Swap
HE,Haino
MOONWAY,MoonWay
KOACOMBAT,KoaKombat
GXP,Game X Change Potion
SCB,Seismic
PAWN,Kingdoms
DOGERISEUP,Doge Rise Up
TQUEEN,TigerQueen
ATL,Atlantis Loans
PAYGO,PayGo
DYOR,DYOR Token
HEARN,Hearn.fi
ADTX,Aurora Token
COBAN,COBAN
JOY,Joystick
$PIZZA,PIZZA NFT
BAS,Basis Share
MZ,MetaZilla
FTS,FantasyToken
ORGN,OragonX
SWOLE,Swole Doge
WPX,Wallet Plus X
REV,Revolution
SHIELD,Crypto Shield
UNR,UNIREALCHAIN
IKA,Linkka
PFT,PayFlow
GXPAD,GalaxyPad
FLUX,Flux Protocol
$CASIO,CasinoXMetaverse
SPACEDOG,Space Dog
C24,Clock 24
DELISH,Delish Finance
TAC,Thaicoin
TC,TTcoin
HANU,Hanu Yokia
ULAB,Unilab
sBanc,BANCC
LTD,LiveTrade Token
XRPBEAR,3x Short XRP Token
AUN,Aufin Protocol
EUPH,Euphoria
CE,Crypto Excellence
STN,Stone DeFi
ZLP,Zuplo
INARI,Inari
GLDZ,Gold Zilla
MINI,MiniSwap
XXA,Ixinium
NCC,Netcoincapital
KIT,Kitty
XEEB,Xeebster
TOD,TraDAO
LUNES,Lunes
MORPH,Morpheus Token
ZOOT,Zoo Token
TOKE.N,TOKE.N
DUCK,DuckDuck
HWL,Howl City
REAU,Vira-lata Finance
IBVOL,Inverse Bitcoin Volatility Token
GS1,NFTGamingStars
KLIMA,KlimaDAO
ETB,Ethera Black
SEA,Sea Token
HALO,Angel Protocol
MCAT,mCat
DIGI,Digible
PSDN,H2O
ZUSD,Zasset zUSD
Spark,SparkLab
KUNU,KuramaInu
ICD,IC DEFI
LIB,Libera
APEFUND,ApeFund
FIRE,Fire Protocol
MTN,Metanoom
JUR,Jur
ME,MOONEYE
KTT,K-Tune
MU,Mu Continent
CHAMPINU,ChampInu
FWG,Fantasy World Gold
METAFLIP,METAFLIP
SBTC,Super Bitcoin
SPACES,AstroSpaces.io
CWBTC,Compound Wrapped BTC
QUBE,Qube Crypto Space
RMOG,Reforestation Mahogany
HARE,Hare
GLBD,BeglobalDAO
USDB,USD Bancor
RICE,Rooster Battle
FSK,Farm Skylines Token
MELI,MELI
TBANK,TokenBank
HTBULL,3X Long Huobi Token Token
NAUSICAA,Nausicaa-Inu
B21,B21 Invest
GEMS,CARBON
SISTA,srnArtGallery Tokenized Arts
CMLT,CamelToken
BCX,BitcoinX
ASTAKE,Astake Finance
EGG,PolyFarm EGG
CTRAIN,CryptoTrains
TEDDY,Teddy Cash
ASIMI,ASIMI
PNIX,PhoenixDefi.Finance
MBC,MetaBUSDCoin
ECP,Eclipse
GKF,Galatic Kitty Fighters
COCO,Coco Swap
DYNB,DynamicB
WOOFY,Woofy
GWG,Gonewild Token
ARTI,ArtKit
4ART,4ART Coin
DOGEWHALE,Dogewhale
TTS,Token TT-Swap
CDZ,CDzExchange
ILK,INLOCK
$DEFI,BNBDeFi
PCKT,Pocket
DSC,DefiSportsCoin
$MCAT$,MicroCats
HAPY,HAPY Coin
WNOW,WalletNow
GER,Ginza Eternity
$MAINST,BuyMainStreet
ETHE,ETHEKing
TLNT,TalentCoin
SPL,SPLASH
SHIBAZILLA,ShibaZilla
BLURT,Blurt
VAP,Virtus Finance
MDOGE,MAFIA DOGE
TREAT,Treat DAO [new]
SHIBAROCKET,ShibaRocket
DSFR,Digital Swiss Franc
MRS,MetaRacers
BSCB,BSCBAY
OCA$H,Omni Cash
MOON,CroMoon
UPBNB,upBNB
DLD,DAOLand
SCH,SoccerHub
SAIL,SolanaSail
COR,CorgiNFTGame
LORD,Overlord
CHARM,Charm
BANK,CroBank
XBA,XBank
DATE,SolDate Token
MONEY,MoneyTree
FDLS,FIDELIS
RPR,The Reaper
MWG,MotionWreck Games
PANGOLIN,Pangolin Swap
MASTER,Beast Masters
C,Carbon Coin
ZMBE,RugZombie
NIIFI,NiiFi
ACY,ACY FINANCE
KTZ,KILLTHEZERO
BTA,Bitcoin Asset
CHIBA,CHIBA INU
PAYZ,PAYZ PAYMENTS
TBF,THE BIG FIVE
HPT,HighPoint Finance
HSHARE,Hamster Share
ORI,Orica
HUMP,Whale Loans
STATE,ParaState
CGC,Cryptoids Game Coin
RBY,Rubycoin
PAL,Paladin dao
ANPAN,AnpanSwap
DDN,DenDomains
CSHARE,IceCream Shares
LFT,LifeTime
H2O,Trickle
BBW,BabyWhale
NAMI,Nami Corporation
WIFEDOGE,WifeDoge
KUNO,KunoichiX
SPACEXDOGE,Doge Universe
HEIST,Shiba Heist
DP,Dark Planet
DSCPL,DISCIPLINA
SNOWY,Fantastic Protocol SNOWY Token
DLQ,Deliq Finance
MOVE,MOVEI COIN
NODE,DAppNode
CU,Celestial Unity
DPT,DP Token
TAT,Tatcoin
GAME,X-Consoles
WIFI,Wifi Coin
PRIMO,Primo DAO
WARE,Warena
AVME,AVME
PNT,PIXEL NFT
PIF,Play It Forward DAO
LOOF,LOOF
GOGE,Doge Gay Son
HKSM,H-Space Metaverse
FLOBO,FlokiBonk
MICS,Vconomics - Decentralized Digital Economy
PURRX,PurrNFT
RICE,Rice
BNSD,BNSD Finance
SLV,Silverway
TMC,Trading Membership Community
BAPE,BabyApe
DRGNBULL,3X Long Dragon Index Token
BTG,BitGoo
$HYBRID,Hybrid
DOGEALLY,Doge Alliance
SMX,SolarMineX
LEAF,Seeder Finance
FA,Fastest Alerts
HAPPY,HappyCoin
PRV,Incognito
KABA,Kripto Galaxy Battle
CTO,Coinversation
BLUE,Tip.Blue
COMFI,CompliFi
AQUA,Aquarius
TRXBEAR,3X Short TRX Token
SHINY,Shiny
GYM,GYM Token
MIDBULL,3X Long Midcap Index Token
CJET,CryptoJetski
BED,Bankless BED Index
DADDYDOGE,Daddy Doge
BFLY,Butterfly Protocol
YAM,YAM V1
SIMBAINU,SIMBA INU
LORY,Yield Parrot
SAFEMOONCASH,SafeMoonCash
CROP,FarmerDoge
TRIBEX,TRIBE
MNS,MONNOS
GAL,Gallant
FG,Farmageddon
SHILL,Shillit App
HFI,HecoFi
SAFESHIB,SafeShiba
AUREUSRH,Aureus Token
WSOHM,Wrapped Staked Olympus
OLY,Oly Sport
COMB,Combine.finance
STATIK,Statik
RCNT,Ricnatum
BIFI,Bitcoin File
EDI,Freight Trust & Clearing Network
RETIRE,Retire Token
RRT,Recovery Right Token
MIMO,MIMOSA
AIRPAY,AirPay
SWD,SW DAO
RAP,REALPAY
MPRO,MANAGER PRO
NBM,NFTBlackMarket
ITS,IterationSyndicate
WORM,WormFi
FUMA,Fuma Finance
SPARK,Spark Finance
RPTC,Reptilian Coin
CMF,CMF DAO
SNK,Snake Token
ANGEL,AngelsCreed
IMT,Infinite Metaverse Token
NX,Nxtech Network
yVault LP-yCurve(YYCRV),yVault LP-yCurve
KIZO,Kizo Inu
BIT,Bitmon
BASTILLE,Bastille De La Bouje
ELE,Eleven Finance
FIRE,FireFlame Inu
RBO,Roboots
$REACT,Rebase Aggregator Capital
BABYFLOKI,Baby Floki (BSC)
SUBAWU,Subawu Token
NFMON,NFMonsters
ARCC,Asia Reserve Currency Coin
LADA,LadderCaster
BTA,Bitcoin Asset [OLD]
TALI,Talaria Inu
FEENIXV2,ProjectFeenix
BLADE,BladeWarrior
PNDR,Pandora Protocol
TITANIA,Titania Token
TAPE,ToolApe
GMETA,Green Meta
TICK,Microtick
BELKA,Belka
CFC,CryptoFantasy
EGT,Evergreen token
TRND,Trendering
OLYMPUS,OLYMPUS
RU,RIFI United
GOMA,GOMA Finance [OLD]
RNDM,Random
ORC,Orclands Metaverse
CW,CWallet
KANA,Kanaloa Network
MPAD,MultiPad
MKD,Musk Doge
AWS,AurusSILVER
WFT,Windfall Token
FOOLSDOGE,FoolsDoge
ROPE,ROPE Token
SOP,SoPay
METAF,Metaverse Future
BABYSAITAMA,Baby Saitama Inu
MEDOC,MetaDoctor
TIME,Timeleap Finance
CUMINU,CumInu
WALL,LaunchWall
VOO,VooVoo
ELO INU,Elo Inu
ANK,Apple Network
CSF,Coinsale
POPDOGE,PopDoge
EnergyX,Safe Energy
MELO,Melo Token
ELITE,Elite
FNK,FNK wallet
PEEPS,The People's Coin
$SHARI,Sharity
NFT,NEFTiPEDiA
APE,APEcoin.dev
CLX,CargoLink
WTRTL,Wrapped TurtleCoin
BABYDRIP,BABYDRIP
COC,CryptoClans
ONS,One Share
TWEELON,TWEELON
LZP,LaunchZone (LZP)
RMBL,Rumble Gaming
WENLAMBO,Wenlambo
BAMB,Bamboonium
FLOSHIN,Floshin Token
FTML,FTMlaunch
SASHIMI,Sashimi
DK,DragonKnight
ADAT,Adadex Tools
$AFLOKI,AngryFloki
FARM,Agrofarm
GG,GalaxyGoggle DAO
METAUFO,MetaUFO
FREE,FreeRiver
AMC,AMC Entertainment Holdings tokenized stock FTX
MVC,Metaverse Capital
PHONON,Phonon DAO
SIMPLY,Simply
LUXE,LuxeRacing
ROBODOGE,RoboDoge Coin
OFI,OFI.CASH
MOONI,Mooni DeFi
YTZ,YTizer
POOP,Poopsicle
CDS,Capital DAO Protocol
WLFGRL,Wolfgirl
IOSHIB,IoTexShiba
MYSTIC,Mystic Warrior
SVT,Space Vikings
KZN,Kaizen Inu
BOOFI,Boo Finance
CHIK,Chickenkebab Finance
DW,Dawn Wars
PLA,PlayChip
SHARD,Hello Gophers
GMV,GameVerse
MERGE,Merge
GREENBIOX,GreenBioX
TZKI,Tsuzuki Inu
NOAH,Noah
GIL,FishingTownGilToken
CRP,CRO Predict
UBER,Uber tokenized stock FTX
HVILLE,Harmonyville
BSK-BAA025,Beskar
FOODPAY,FoodPay
OXO,OXO.Farm
APXP,APEX Protocol
HYPERSONIC,Hypersonic Finance
CCC,Cross Chain Capital
EVERF,EVERFORK
APPLE,APPLECHAIN
META,Meta
NINJA,NINJA INU
BNA,Bananatok
BABYMETA,Baby Meta
CPOO,Cockapoo
Burn1Coin,Burn1 Coin
Bidog,Binancedog
INU,Hachiko Inu
SALT,SaltSwap Finance
MJACK,MjackSwap
BNV,BunnyVerse
TRD,The Realm Defenders
CBK,Crossing the Yellow Blocks
CADINU,Canadian Inuit Dog
PLATA,Plata Network
SLOKI,Super Floki
PKMON,PolkaMonster
VADS,Virtual Ads
IRON,Iron
XVC,Xave Coin
FMAN,Florida Man
SZO,ShuttleOne
WIS,Experty Wisdom Token
HRO,CryptoDiceHero
TICKET,Ticket Finance
GTE,GreenTek
BULL,BULL FINANCE
MCK,Mickey
GBX,Gbrick
TSUGA,Tsukiverse:Galactic Adventures
SHBT,Shiba Toby
LSR,LaserEyes
HECATE,Hecate Capital
CLVX,Calvex
HYSS,Highest Yield Savings Service
TESLF,Teslafan
PO,PlayersOnly
ZYTH,Uzyth
CRE,Creator Protocol
TRUTH,Truth Technology
RTT,RebelTraderToken
CLASS,Cyberclassic
MLNT,Moon Light Night
ETH2X-FLI-P,ETH 2x Flexible Leverage Index (Polygon)
FED,Fedora Gold
MONA,Monaco Planet
SMD,SMD COIN
TENW,TEN Wallet
VOLT,Voltage
YAY,YaySwap
METTI,Metti Inu
HARUNO,Haruno Inu
SIN,SIN COIN
UTED,United
SPET,CorgiNFTGame
ADL,Adelphoi
HONEY,HoneyFarm Finance
CHIV,Chiva Token
TSY,TOKEN SHELBY
808TA,808TA
MNFT,MongolNFT Coin
METAR,MetaRaca
ALIAS,Alias
$NEXUS,Nexus Crypto Services
GAR,Kangaroo Token
NSC,NFTSocial
CON,Coin of Nature
SAFEDOGE,SafeDogecoin V2 (old)
USNOTA,USNOTA
SSU,Sunny Side up
DGMOON,DogeMoon
AXIN,Axienomics
COAPE,Council of Apes
TOMOBULL,3X Long TomoChain Token
DYT,The Dynasty
RIFF,MetaTariff
HSHARES,Hermes Shares
BFTM,Batasm Protocol BFTM
DAISY,Daisy Launch Pad
FINIX,Definix
MVD,MvPad
SCT,Safechaintoken
DAWG,DAWG
ALT,AltCoin
MINIGAME,MiniGame
FIEF,Fief Guild
SHOO,NFTshootout
KITTY,Kitty Coin
MoFi,MobiFi
CPHR,PolkaCipher
FDR,French Digital Reserve
OUSE,OUSE Token
BWJ,Baby WOJ
GNP,Genie Protocol
BAPE,BAPE Social Club
CALCIFIRE,Calcifire
CCA,Counos Coin
SUPER,Superciety
WOLF,moonwolf.io
ATLX,Atlantis Loans Polygon
SCT,SolClout
CPLAY,CPLAY Network
KTY,Krypto Kitty
SCNSOL,Socean Staked Sol
KURO,Kurobi
POM,PomPom
HUSH,HUSH
WEB3,WEB3Land
1BIT,OneBit
BUMN,BUMooN
FAR,Farmland Protocol
DINOEGG,DinoEGG
NFT11,NFT11
BPKR,BlackPoker
MAGA,MAGA Coin
VRFY,Verify Token
SOLDAO,SOLDAO
MBIRD,Moonbird
UPL,Universal Pickle
DND,Dungeonswap
JM,JustMoney
PSLIP,Pinkslip Finance
$BAETH,BabyAETH
LBR,Little Bunny Rocket
WAIFER,Waifer
FVP,Fisher Vs Pirate
FRIES,friesDAO
HEAD,Head Football
THTF,THTF
CAT,CAT
MARSSHIBA,The Mars Shiba
GREEN,GreenAir
SUPDOG,SuperDoge
COURSE,Meta Course
CONT,Content Coin
DTUBE,Dtube Coin
SEBA,Seba
OUR,Ouranos
WGOLD,APWars
CBET,CBET Token
GEN,Evolution
SPDR,SpiderDAO
TOP,Tokenplay
SAFEICARUS,Safeicarus
WTWOOL,Wolf Town Wool
DKNIGHT,Dark Knight
RLOKI,Floki Rocket
BB,BB Gaming
SPO,Space Ore
DOTC,Polka Classic
METAP,Metapplay
SAFEBULL,SafeBull
KAIDHT,Kaiken
babyDogeKing,babyDogeKing
BABYCATE,Baby CateCoin
HUSL,The Hustle App
NFTT,NFT Tech
ORT,ORT RUNE - Rune.Game
BabyFB,Baby Floki Billionaire
PYE,CreamPYE
CFA,Coin Fast Alert V2
HIMA,Himalayan Cat Coin
RETRO,Retromoon
CTL,Twelve Legions
SHIBARROW,Captain Shibarrow
ANIA,Arkania Protocol
ENX,Equinox
MSWAP,MUFTSwap
NCAT,NCAT Token
OKBBULL,3X Long OKB Token
NUBTC,Unvaxxed Sperm
LUTO,Luto Cash
GPOOL,Genesis Pool
R34P,R34P
HAM,Hamster Money
FUNDX,Funder One Capital
DFT,dFuture
BACON,BaconCoin
YLZ,YieldZard
KANGAROO,BabyKangaroo
CVD19,No COVID19
ROGAN,Rogan Coin
DICE,TRONbetDice
FLOKI,Floki Musk
KENSHI,Kenshi
DIV,Diviner
LuckyPig,LuckyPig
GOMINT,Algomint
TPG,ThePiggyGarden
MON,Monfter
BABYFD,Baby Floki Doge
CATO,Canon Crypto
FIRSTDOGE,FirstDoge
KALA,Kala Finance
CBC,CryptoBharatCoin
BETA,PolyBeta Finance
BME,BitcoMine Token
DST,DoctorS Token
BBL,Basket Legends
MINITIGER,Mini Tiger
CJP,Crypto Jackpot
WIGO,WigoSwap
SPROUT,The Plant Dao
HEP,Health Potion
FISH,Metafish
ZDEX,Zeedex
SCIE,Scientia
XEUS,XEUS
SHIBGF,Shiba Girlfriend
$BEDOGE,BezosDoge
BTNYX,BitOnyx
SGDOGE,Struggle Doge
MBC,MegaBitcoin
CPTL,Capitol
GRIM EVO,Grim EVO
SRLY,Rally (Solana)
CATCHY,Catchy
CVT,concertVR-Token
$HONEY,Honey
ZONE,ZONE
SHIBK,OEC SHIB
BUR,Buni Universal Reward
BEE,HoneyBee
SHIBA,Shibalana
MAGF,Magic Forest
BNBBACK,BNBBack
RBXSamurai,RBXS Marketing Samurai
SNO,Snowy Owl
AMT,Agro-Matic
BEPR,BEUROP
LUMEN,Tranquility City
DRT,Decentralized Reit
APEU,Ape Universe
SOLC,Solcubator
LEONIDAS,Leonidas Token
JPG,JPG NFT Index
ATC,Articoin solana
LOFI,LOFI-DEFI
TEAT,TEAL
$TRESOR,Tresor Finance
SMOON,Stakemoon
SHN,ShineDAO
METRA,Metra
XTRA,Xtra Fund
$TIME,Madagascar
MRVR,MetaRoyale
VBSWAP,vBSWAP
SEND,Social Send
TRBL,Tribeland
CREAM,IceCream Finance
IMO,Ideamarket
MAXI,Maximus
SCIX,Scientix
NFTASCII,NFTASCII
3WEB,Web 3 Development
POFI,Pofi
EVERBNB,EverBNB
NMS,Nemesis Wealth Projects BSC
GOTEM,gotEM
SPACE,ApeRocket
ZENX,Zenith Token
METABOT,Robot Warriors
TFS,TFS Token
REDFEG,RedFEG
PARTY,MONEY PARTY
FBT,FANBI TOKEN
SLOT,Snowtomb LOT
BOLE,BoleToken
MORA,Meliora
MDO,Midas Dollar
ROBO,RoboHero
RKF,Floki Rocket
NOVO,Novo
BQTX,BQT
SWIFT,Swift Finance
MASH,Marshmallowdefi
DOLLARDOGE,DollarDoge
BUDG,Bulldogswap
ETA,Ethera
KAP,Kittens & Puppies
KFR,KING FOREVER
POLY,FarmPoly
FAMEDOGE,Fame Doge Coin
TRK,TruckCompany
MQST,MonsterQuest
PUPS,Pudgy Pups Club[new]
LYR,Lyra
TRP,Tronipay
ELOIN,Eloin
BABYBOO,BabyBoo
SWAN,Swanlana
ZDC,Zodiacs
APLP,Apple Finance
ANGEL,Polylauncher
CVC,CoviCoin
FIA,FIA Protocol
REUM,Rewardeum
RPD,Rapids
PWARS,PETWARS
$CROKI,Croki
DEGEN,DegenFi
MANY,Many Worlds Token
SPICE,SPICE
META HOUSE,Meta House
VOLTA,Volta
ATLAS,Atlantis
SWEEP,Sweep Capital
MON,PocMon
HC,SAVEBEE FARM HONEYCOMB
$MANGA,Manga Token
AD,ADToken
UBIN,Ubiner
BEAGLE,BEAGLE INU
REDC,RedChillies
VGD,Vangold
MILE,milestoneBased
ABZ,AstroBirdz
STA,STABLE ASSET
LOGOS,Logosunaux
KINTA,Kintaman
LIVE,TRONbetLive
BKBT,BeeKan
SHIBAY,Shiba Inu Pay
VLX,Velox
BPANDA,Baby Panda
SHIP,Secured Ship
SLB,Solberg
MDC,Mindcell
NASADOGE,Nasa Doge
GRIM,GrimToken
ARDN,Ariadne
QUAM,Quam Network
UFLOKI,Universal Floki Coin
GODZ,Godzilla LaunchPad
CNR,Canary
SAFUYIELD,SafuYield Protocol
VIVAION,Vivaion
QTA,QUOTA
RYIU,RYI Unity
OMIC,Omicron
SURGE,Surge Inu
BCDN,BlockCDN
MF1,MetaFinance
MBS,Monster Battle
BRTK,BattleRoyaleToken
BMCC,Binance Multi-Chain Capital
FTE,Fishy Tank Token
TIPSY,Tipsy
NRT,NFT ROYAL TOKEN
BABYMUSK,Baby Musk Coin
SHIM,Shiba Metaverse
MATPAD,MaticPad
SBDO,bDollar Share
ANI,Anime Token
NEVADA,Nevada
ZONO,Zonoswap
DLAUNCH,DeFi Launch
CYCLE,Cycle Finance
DDAO,DeFi Hunters DAO
MONK,Monastery Finance
CBT,CryptoBlast
DEKU,Deku Inu
LOCK,Contracto
METASFM,MetaSafeMoon
MTCL,MaticLaunch
SANINU,Santa Inu
SCARE,ScareCrow
ELCASH,Electric Cash
MARVIN,Elon's Marvin
GM,GM Holding
DION,Dionpay
DBAY,DefiBay
H2O,H2O
MONGOOSE,Mongoose
OVO,Ovato
SHIBZ,ShibaZilla
SWHAL,SafeWhale Games
YLB,Yearnlab
SCA,Scaleswap
KITTY,Kitty Finance
BONES,Moonshots Farm
GUAP,Guapcoin
FTSY,Fantasy Token
MINIBTC,MiniBTC
FFYI,Fiscus.fyi
XQK,XQuake
KEL,KelVPN
OP,onPlanet
UDO,Unus Dao
BRICK,Brickchain Finance
PDX,PokeDX
LPI,LPI DAO
DRGNZ,Boryoku Genesis Dragonz Index
SHERPA,Sherpa
QZA,Quiz Arena
BGL,Big G Lottery Token
HNC,HNC COIN
TSF,Transaction Service fee
SAFEARN,Safe Earn
HOSKY,Hosky Token
SUCCESS,Pandemia
LABO,The Lab Finance
JF,Jswap.Finance
NFTSTYLE,NFTStyle
UNIV,Universe
EZY,EzyStayz
SEADOG,Seadog Metaverse
CAVO,Excavo Finance
TREAT,Treat
MAPES,Meta Apes
SPEAR,Spear Finance
WEBFOUR,Webfour
MBT,MagicBox
DMOD,Demodyfi
DIGEX,Digex
PHX,Phoenix Global [old]
DOGEX,Doge X
POMI,Pomicoin
BAR,Hierocoin
DIQ,DiamondQ
ELONHYPE,ElonHype
MOCHI,MOCHISWAP
CNT,Crinet
SPACE,Farm Space
KEANU,Keanu Inu
KEKW,Kekwcoin
PLX,Octaplex Network
MYNFT,LaunchMyNFT
STONED,Stoned Shiba
ALPHA,PolyAlpha Finance
FOOD,FoodChain Global
DASS,DashSports
G9,GoldenDiamond9
HXN,Havens Nook
NOBEL,Nobelium
VBK,VeriBlock
DINO,Jurassic Nodes
TLW,TILWIKI
EYE,NftEyez
MOK,MocktailSwap
CRUSH,Bitcrush
STOMB,Snowtomb
BTCR,Bitcurate
F2C,Ftribe Fighters (F2 NFT)
MOONSTAR,MoonStar
XAEA12,X AE A-12
SHIBGEKI,Shibgeki
STELLARINU,StellarInu
FLOOF,FLOOF
SAFEBTC,SafeBitcoin
AVAPAY,AvaPay
SGG,SolX Gaming Guild
NRGY,ENERGY
TOR,Torex
LST,Libartysharetoken
PREMIO,Premio
ORCA,OrcaDAO
BXA,Blockchain Exchange Alliance
SOLAB,Solabrador
ANSR,Answerly
DVT,DeVault
CRYY,Cry Coin
KATSUMI,Katsumi
SILV,Escrowed Illuvium
DOGEHEDGE,1X Short Dogecoin Token
DUO,Duo
INFO,Kardia Info
INTX,Intexcoin
NYAN,ArbiNYAN
KLT,KLend
CARBON,Carbon Finance
AWG,AurusGOLD
GMX,GameX
MOAR,Moar Finance
JDI,JDI Yield
MASK20,Hashmasks
SAFEEARTH,SafeEarth
HID,Hypersign identity
HTMOON,HTMOON
LIMEX,Limestone Network
TST,Touch Social
CHOPPER,Chopper Inu
GNT,GreenTrust
STKXPRT,Persistence Staked XPRT
NVA,Neeva Defi
CONDOMS,SolCondoms
JSHIBA,Jomon Shiba
LIMIT,LimitSwap
LOOT,Police and Thief Game
HOMT,HOMT
FOXX,Star Foxx
THUL,THUL RUNE - Rune.Game
SAL,SalmonSwap
DOL,DOL RUNE - Rune.Game
DBA,Digital Bank of Africa
HAT,Joe Hat Token
LEO,Leonidas
KPETS,Krypto Pets
WHEAT,Wheat Token (AVAX)
LATTE,LatteSwap
CFL365,CFL 365 Finance
ACSI,ACryptoSI
DIAMOND,DiamondToken
IJZ,iinjaz
P2P,P2P
APEX,ApeXit Finance
AGF,Augmented Finance
MARMAJ,marmaj
BOUJE,Bouje Token
YLUNA,Prism yLUNA
MUSC,Muslim Coins
ORO,ORO
GB,Good Bridging
LINKBEAR,3X Short Chainlink Token
FUM,FUMoney
FOSSIL,Fossil
MOONPIRATE,MoonPirate
GOLD,Xbullion
CX1,ChorusX
ELONBALLS,ELONBALLS
NNB,NNB Token
STORM,Storm Token
RIP,Fantom Doge
OT,OTFINANCIAL
SETH,sETH
META,MetaversePRO
MOONRABBIT,MoonRabbit
TAKO,TakoDefi
SHINJI,Shinji Inu
ACPT,Crypto Accept
GOLDR,Golden Ratio Coin
LUSD,Limited USD
CCN,CollegeCoinNetwork
ASUNAINU,Asuna
FECLIPSE,FairEclipse
SOLUM,Solum
COLLAR,PolyPup Finance
DOP,Dopple Finance
CKC,ChikinCoin
DMTC,Demeter Chain
NVL,NVL
RUPEE,HyruleSwap
FTR,Future
SGO,Sportemon-Go
FMA,FLAMA
BAFE,Bafe io
A.BEE,Avalanche HoneyBee
GOLD,MinerJoe
ZORG,ZorgApp
FIT,FINANCIAL INVESTMENT TOKEN
SAM,Samurai
NPXS,Pundi X (Old)
PAPEL,Papel Token
DFI,DiversiFi
KPHI,Kephi Gallery
5TABLE,5table Finance
VEO,Amoveo
PROT,Prostarter
ODE,ODEM
SONIC,SonicSwap
MACH,MACH Project
STEAK,Steak Token
XPS,Xpansion Game
COSMIC,Cosmic Coin
AURA,Aurora Finance
TEN,Tenet
SHE,ShineChain
SHPP,Shipit pro
HUSKY,Husky
DNA,EncrypGen
FRIES,fry.world
YFRM,Yearn Finance Red Moon
META,Meta Inu Token
ACDC,Volt
DFGL,DeFi Gold
ROAR,Roar Soltigers Token
RARE,Unique One
GLYPH,GLYPH Vault (NFTX)
PEAR,PearZap
XTAROT,Staked TAROT
WSB,Wallstreetbets.com
XFI,Xfinance
BSY,Bestay
PAD,SmartPad
FLUFFY,Fluffy Inu
ODA,Eiichiro Oda Inu
SKC,SKINCHAIN
BED,Bedpage Coin
BBQ,BarbecueSwap Finance
PUT,Profile Utility Token
YOCO,YoCoin
SLX,Solex Finance
ITEN,ITEN
NACHO,Nacho
SDC,SkyDOS
JUST,JustYours
PLUNA,Prism pLUNA
FORS,Foresight
SOLNUT,Solana Nut
PSHARE,pSHARE
ACXT,ACDX Exchange Governance Token
MCT,MCOBIT
XUSD,xDollar Stablecoin
SAFESTAR,Safe Star
